date,arena,age_group,home,away,parallel_slot
2026-09-06,Jarhallen,U11,Jar 1,Jutul 1,0
2026-09-06,Jarhallen,U11,Frisk Asker 1,Sandefjord 1,1
2026-09-06,Jarhallen,U11,Sandefjord 1,Jar 1,0
2026-09-06,Jarhallen,U11,Frisk Asker 1,Jutul 1,1
2026-09-06,Jarhallen,U11,Jar 1,Frisk Asker 1,0
2026-09-06,Jarhallen,U11,Sandefjord 1,Jutul 1,1
2026-09-12,Kongsberghallen,U10,Frisk Asker 2,Sandefjord 1,0
2026-09-12,Kongsberghallen,U10,Holmen 1,Kongsberg 1,1
2026-09-12,Kongsberghallen,U10,Skien 1,Ringerike 1,2
2026-09-12,Kongsberghallen,U10,Sandefjord 1,Jar 2,0
2026-09-12,Kongsberghallen,U10,Ringerike 1,Frisk Asker 2,1
2026-09-12,Kongsberghallen,U10,Skien 1,Holmen 1,2
2026-09-12,Kongsberghallen,U10,Jar 2,Kongsberg 1,0
2026-09-12,Kongsberghallen,U10,Sandefjord 1,Ringerike 1,1
2026-09-12,Kongsberghallen,U10,Frisk Asker 2,Holmen 1,2
2026-09-12,Kongsberghallen,U10,Ringerike 1,Jar 2,0
2026-09-12,Kongsberghallen,U10,Skien 1,Kongsberg 1,1
2026-09-12,Kongsberghallen,U10,Holmen 1,Sandefjord 1,2
2026-09-12,Kongsberghallen,U10,Jar 2,Skien 1,0
2026-09-12,Kongsberghallen,U10,Ringerike 1,Holmen 1,1
2026-09-12,Kongsberghallen,U10,Kongsberg 1,Frisk Asker 2,2
2026-09-12,Kongsberghallen,U10,Holmen 1,Jar 2,0
2026-09-12,Kongsberghallen,U10,Frisk Asker 2,Skien 1,1
2026-09-12,Kongsberghallen,U10,Sandefjord 1,Kongsberg 1,2
2026-09-12,Kongsberghallen,U10,Jar 2,Frisk Asker 2,0
2026-09-12,Kongsberghallen,U10,Skien 1,Sandefjord 1,1
2026-09-12,Kongsberghallen,U10,Ringerike 1,Kongsberg 1,2
2026-09-12,Kongsberghallen,U10,(Pause),Jar 2,
2026-09-12,Kongsberghallen,U10,(Pause),Kongsberg 1,
2026-09-12,Kongsberghallen,U10,(Pause),Skien 1,
2026-09-12,Kongsberghallen,U10,(Pause),Frisk Asker 2,
2026-09-12,Kongsberghallen,U10,(Pause),Sandefjord 1,
2026-09-12,Kongsberghallen,U10,(Pause),Ringerike 1,
2026-09-12,Kongsberghallen,U10,(Pause),Holmen 1,
2026-09-13,Kongsberghallen,U12,Frisk Asker 1,Kongsberg 1,0
2026-09-13,Kongsberghallen,U12,Holmen 1,Jutul 1,1
2026-09-13,Kongsberghallen,U12,Kongsberg 1,Jar 3,0
2026-09-13,Kongsberghallen,U12,Holmen 1,Frisk Asker 1,1
2026-09-13,Kongsberghallen,U12,Jar 3,Jutul 1,0
2026-09-13,Kongsberghallen,U12,Kongsberg 1,Holmen 1,1
2026-09-13,Kongsberghallen,U12,Holmen 1,Jar 3,0
2026-09-13,Kongsberghallen,U12,Frisk Asker 1,Jutul 1,1
2026-09-13,Kongsberghallen,U12,Jar 3,Frisk Asker 1,0
2026-09-13,Kongsberghallen,U12,Jutul 1,Kongsberg 1,1
2026-09-13,Kongsberghallen,U12,(Pause),Jar 3,
2026-09-13,Kongsberghallen,U12,(Pause),Jutul 1,
2026-09-13,Kongsberghallen,U12,(Pause),Frisk Asker 1,
2026-09-13,Kongsberghallen,U12,(Pause),Kongsberg 1,
2026-09-13,Kongsberghallen,U12,(Pause),Holmen 1,
2026-09-20,Baerum ishall,JU10,Jar 1,Kongsberg 1,0
2026-09-20,Baerum ishall,JU10,Frisk Asker 1,Jutul 1,1
2026-09-20,Baerum ishall,JU10,Jutul 1,Jar 1,0
2026-09-20,Baerum ishall,JU10,Frisk Asker 1,Kongsberg 1,1
2026-09-20,Baerum ishall,JU10,Jar 1,Frisk Asker 1,0
2026-09-20,Baerum ishall,JU10,Jutul 1,Kongsberg 1,1
2026-09-20,Holmenkollen ishall,JU11,Frisk Asker 1,Kongsberg 1,0
2026-09-20,Holmenkollen ishall,JU11,Kongsberg 1,Jar 1,0
2026-09-20,Holmenkollen ishall,JU11,Jar 1,Frisk Asker 1,0
2026-09-20,Holmenkollen ishall,JU11,(Pause),Jar 1,
2026-09-20,Holmenkollen ishall,JU11,(Pause),Frisk Asker 1,
2026-09-20,Holmenkollen ishall,JU11,(Pause),Kongsberg 1,
2026-09-20,Ringerikshallen,U7,Jar 1,Kongsberg 1,0
2026-09-20,Ringerikshallen,U7,Frisk Asker 1,Jutul 1,1
2026-09-20,Ringerikshallen,U7,Jutul 1,Jar 1,0
2026-09-20,Ringerikshallen,U7,Frisk Asker 1,Kongsberg 1,1
2026-09-20,Ringerikshallen,U7,Jar 1,Frisk Asker 1,0
2026-09-20,Ringerikshallen,U7,Jutul 1,Kongsberg 1,1
2026-09-20,Sandefjord ishall,U8,Frisk Asker 1,Kongsberg 1,0
2026-09-20,Sandefjord ishall,U8,Jutul 1,Holmen 1,1
2026-09-20,Sandefjord ishall,U8,Kongsberg 1,Jar 1,0
2026-09-20,Sandefjord ishall,U8,Jutul 1,Frisk Asker 1,1
2026-09-20,Sandefjord ishall,U8,Jar 1,Holmen 1,0
2026-09-20,Sandefjord ishall,U8,Kongsberg 1,Jutul 1,1
2026-09-20,Sandefjord ishall,U8,Jutul 1,Jar 1,0
2026-09-20,Sandefjord ishall,U8,Frisk Asker 1,Holmen 1,1
2026-09-20,Sandefjord ishall,U8,Jar 1,Frisk Asker 1,0
2026-09-20,Sandefjord ishall,U8,Holmen 1,Kongsberg 1,1
2026-09-20,Sandefjord ishall,U8,(Pause),Jar 1,
2026-09-20,Sandefjord ishall,U8,(Pause),Holmen 1,
2026-09-20,Sandefjord ishall,U8,(Pause),Frisk Asker 1,
2026-09-20,Sandefjord ishall,U8,(Pause),Kongsberg 1,
2026-09-20,Sandefjord ishall,U8,(Pause),Jutul 1,
2026-09-26,Varner Arena,U11,Jar 4,Ringerike 1,0
2026-09-26,Varner Arena,U11,Skien 1,Jutul 1,1
2026-09-26,Varner Arena,U11,Jutul 1,Jar 4,0
2026-09-26,Varner Arena,U11,Skien 1,Ringerike 1,1
2026-09-26,Varner Arena,U11,Jar 4,Skien 1,0
2026-09-26,Varner Arena,U11,Jutul 1,Ringerike 1,1
2026-09-27,Jarhallen,U10,Sandefjord 1,Jutul 1,0
2026-09-27,Jarhallen,U10,Jar 3,Holmen 1,1
2026-09-27,Jarhallen,U10,Skien 1,Ringerike 1,2
2026-09-27,Jarhallen,U10,Jutul 1,Frisk Asker 3,0
2026-09-27,Jarhallen,U10,Ringerike 1,Sandefjord 1,1
2026-09-27,Jarhallen,U10,Skien 1,Jar 3,2
2026-09-27,Jarhallen,U10,Frisk Asker 3,Holmen 1,0
2026-09-27,Jarhallen,U10,Jutul 1,Ringerike 1,1
2026-09-27,Jarhallen,U10,Sandefjord 1,Jar 3,2
2026-09-27,Jarhallen,U10,Ringerike 1,Frisk Asker 3,0
2026-09-27,Jarhallen,U10,Skien 1,Holmen 1,1
2026-09-27,Jarhallen,U10,Jar 3,Jutul 1,2
2026-09-27,Jarhallen,U10,Frisk Asker 3,Skien 1,0
2026-09-27,Jarhallen,U10,Ringerike 1,Jar 3,1
2026-09-27,Jarhallen,U10,Holmen 1,Sandefjord 1,2
2026-09-27,Jarhallen,U10,Jar 3,Frisk Asker 3,0
2026-09-27,Jarhallen,U10,Sandefjord 1,Skien 1,1
2026-09-27,Jarhallen,U10,Jutul 1,Holmen 1,2
2026-09-27,Jarhallen,U10,Frisk Asker 3,Sandefjord 1,0
2026-09-27,Jarhallen,U10,Skien 1,Jutul 1,1
2026-09-27,Jarhallen,U10,Ringerike 1,Holmen 1,2
2026-09-27,Jarhallen,U10,(Pause),Frisk Asker 3,
2026-09-27,Jarhallen,U10,(Pause),Holmen 1,
2026-09-27,Jarhallen,U10,(Pause),Skien 1,
2026-09-27,Jarhallen,U10,(Pause),Sandefjord 1,
2026-09-27,Jarhallen,U10,(Pause),Jutul 1,
2026-09-27,Jarhallen,U10,(Pause),Ringerike 1,
2026-09-27,Jarhallen,U10,(Pause),Jar 3,
2026-10-03,Varner Arena,JU12,Jar 1,Kongsberg 1,0
2026-10-03,Varner Arena,U9,Frisk Asker 2,Kongsberg 1,0
2026-10-03,Varner Arena,U9,Jar 1,Jutul 1,1
2026-10-03,Varner Arena,U9,Ringerike 1,Holmen 1,2
2026-10-03,Varner Arena,U9,Jutul 1,Frisk Asker 2,0
2026-10-03,Varner Arena,U9,Holmen 1,Kongsberg 1,1
2026-10-03,Varner Arena,U9,Ringerike 1,Jar 1,2
2026-10-03,Varner Arena,U9,Frisk Asker 2,Holmen 1,0
2026-10-03,Varner Arena,U9,Jutul 1,Ringerike 1,1
2026-10-03,Varner Arena,U9,Kongsberg 1,Jar 1,2
2026-10-03,Varner Arena,U9,Ringerike 1,Frisk Asker 2,0
2026-10-03,Varner Arena,U9,Jar 1,Holmen 1,1
2026-10-03,Varner Arena,U9,Kongsberg 1,Jutul 1,2
2026-10-03,Varner Arena,U9,Frisk Asker 2,Jar 1,0
2026-10-03,Varner Arena,U9,Ringerike 1,Kongsberg 1,1
2026-10-03,Varner Arena,U9,Holmen 1,Jutul 1,2
2026-10-10,Varner Arena,U12,Frisk Asker 1,Kongsberg 1,0
2026-10-10,Varner Arena,U12,Holmen 1,Jutul 1,1
2026-10-10,Varner Arena,U12,Kongsberg 1,Jar 2,0
2026-10-10,Varner Arena,U12,Holmen 1,Frisk Asker 1,1
2026-10-10,Varner Arena,U12,Jar 2,Jutul 1,0
2026-10-10,Varner Arena,U12,Kongsberg 1,Holmen 1,1
2026-10-10,Varner Arena,U12,Holmen 1,Jar 2,0
2026-10-10,Varner Arena,U12,Frisk Asker 1,Jutul 1,1
2026-10-10,Varner Arena,U12,Jar 2,Frisk Asker 1,0
2026-10-10,Varner Arena,U12,Jutul 1,Kongsberg 1,1
2026-10-10,Varner Arena,U12,(Pause),Jar 2,
2026-10-10,Varner Arena,U12,(Pause),Jutul 1,
2026-10-10,Varner Arena,U12,(Pause),Frisk Asker 1,
2026-10-10,Varner Arena,U12,(Pause),Kongsberg 1,
2026-10-10,Varner Arena,U12,(Pause),Holmen 1,
2026-10-11,Jarhallen,U11,Jar 4,Kongsberg 1,0
2026-10-11,Jarhallen,U11,Sandefjord 1,Frisk Asker 2,1
2026-10-11,Jarhallen,U11,Frisk Asker 2,Jar 4,0
2026-10-11,Jarhallen,U11,Sandefjord 1,Kongsberg 1,1
2026-10-11,Jarhallen,U11,Jar 4,Sandefjord 1,0
2026-10-11,Jarhallen,U11,Frisk Asker 2,Kongsberg 1,1
2026-10-18,Jarhallen,U10,Frisk Asker 3,Ringerike 1,0
2026-10-18,Jarhallen,U10,Holmen 1,Kongsberg 1,1
2026-10-18,Jarhallen,U10,Skien 1,Sandefjord 1,2
2026-10-18,Jarhallen,U10,Ringerike 1,Jar 4,0
2026-10-18,Jarhallen,U10,Sandefjord 1,Frisk Asker 3,1
2026-10-18,Jarhallen,U10,Skien 1,Holmen 1,2
2026-10-18,Jarhallen,U10,Jar 4,Kongsberg 1,0
2026-10-18,Jarhallen,U10,Ringerike 1,Sandefjord 1,1
2026-10-18,Jarhallen,U10,Frisk Asker 3,Holmen 1,2
2026-10-18,Jarhallen,U10,Sandefjord 1,Jar 4,0
2026-10-18,Jarhallen,U10,Skien 1,Kongsberg 1,1
2026-10-18,Jarhallen,U10,Holmen 1,Ringerike 1,2
2026-10-18,Jarhallen,U10,Jar 4,Skien 1,0
2026-10-18,Jarhallen,U10,Sandefjord 1,Holmen 1,1
2026-10-18,Jarhallen,U10,Kongsberg 1,Frisk Asker 3,2
2026-10-18,Jarhallen,U10,Holmen 1,Jar 4,0
2026-10-18,Jarhallen,U10,Frisk Asker 3,Skien 1,1
2026-10-18,Jarhallen,U10,Ringerike 1,Kongsberg 1,2
2026-10-18,Jarhallen,U10,Jar 4,Frisk Asker 3,0
2026-10-18,Jarhallen,U10,Skien 1,Ringerike 1,1
2026-10-18,Jarhallen,U10,Sandefjord 1,Kongsberg 1,2
2026-10-18,Jarhallen,U10,(Pause),Jar 4,
2026-10-18,Jarhallen,U10,(Pause),Kongsberg 1,
2026-10-18,Jarhallen,U10,(Pause),Skien 1,
2026-10-18,Jarhallen,U10,(Pause),Frisk Asker 3,
2026-10-18,Jarhallen,U10,(Pause),Ringerike 1,
2026-10-18,Jarhallen,U10,(Pause),Sandefjord 1,
2026-10-18,Jarhallen,U10,(Pause),Holmen 1,
2026-10-24,Varner Arena,U9,Jar 2,Kongsberg 1,0
2026-10-24,Varner Arena,U9,Ringerike 1,Jutul 1,1
2026-10-24,Varner Arena,U9,Frisk Asker 1,Holmen 1,2
2026-10-24,Varner Arena,U9,Jutul 1,Jar 2,0
2026-10-24,Varner Arena,U9,Holmen 1,Kongsberg 1,1
